Go.	가.
I doubted my eyes.	난 내 눈을 의심했어.
I feel really sad.	나 정말 슬퍼.
I got up at seven.	난 일곱 시에 일어났어.
I have a headache.	머리가 아파요.
I heard Tom laugh.	난 톰이 웃는 걸 들었어.
I heard Tom shout.	난 톰이 소리지르는 걸 들었어.
I kicked Tom hard.	내가 톰을 세게 걷어찼어.
I like watermelon.	난 수박 좋아해.
I met Tom outside.	난 톰을 밖에서 봤어.
I saw Tom waiting.	톰이 기다리는 걸 봤어.
I saw Tom working.	난 톰이 일하는 걸 봤어.
I sent Tom a text.	난 톰한테 문자 보냈어.
I shook Tom awake.	난 톰을 흔들어 깨웠어.
I stole Tom's car.	내가 톰의 자동차를 훔쳤어.
I taught Tom golf.	난 톰한테 골프를 가르쳤어.
I texted Tom back.	난 톰한테 답장했어.
I told Tom to lie.	난 톰한테 거짓말 하라고 말했어.
I used Tom's idea.	톰의 아이디어를 썼어.
I used to be poor.	난 가난했었어.
I warned you once.	난 널 한 번 경고했어.
I was intoxicated.	술 취했었다.
I was quite lucky.	난 꽤 운이 좋았었어.
I watched Tom eat.	톰이 먹는 걸 지켜봤어.
I watched a movie.	나는 영화를 봤어.
I won't permit it.	나는 그것을 허락하지 않을거야.
I'd be devastated.	난 피폐해질 거야.
I'll go by subway.	지하철로 갈게.
I'm a human being.	난 인간이야.
I'm a patient man.	난 참을성이 있는 남자야.
I'm a simple girl.	저는 단순한 소녀에요.
I'm extremely shy.	난 극히 낯을 가려.
I'm in charge now.	이제 내가 책임을 지고 있다.
I'm not an addict.	난 중독자 아니야.
I've fed the fish.	물고기한테 먹이를 줬어.
It's a dictionary.	이것은 사전이다.
It's just a dream.	그냥 꿈일 뿐이야.
Leave me in peace!	저를 내버려 두세요!
Let's play a game.	게임 한판 하자.
Life is too short.	삶은 너무 짧네.
Look at the clock.	시계를 보세요.
May God bless you.	신께서 당신을 축복하시길.
No music, no life.	음악이 없으면 인생도 없어.
No one was killed.	아무도 죽지 않았어.
Nobody is perfect.	그 누구도 완벽하지 않는다.
Please reconsider.	다시 한 번 고려해줘.
Save it for later.	나중을 위해 아껴둬.
She isn't married.	그 사람은 아직 결혼하지 않았어.
She isn't married.	그 사람은 미혼이야.
She isn't married.	그는 결혼하지 않았다.
She isn't married.	그는 미혼이다.
She loves singing.	그녀는 노래하기를 좋아한다.
Something changed.	무언가 바뀌었어.
Stop overreacting.	과민반응 그만해.
Take the medicine.	그 약을 먹으세요.
They got addicted.	그 사람들 중독되었어.
They're all liars.	너희 모두 거짓말쟁이다.
Tom hates spiders.	톰은 거미를 싫어해.
Tom is a bit late.	톰이 좀 늦네.
Tom is not a liar.	톰은 거짓말쟁이가 아니야.
Tom made Mary mad.	톰은 메리를 화나게 했어.
Tom moves quickly.	톰은 빨리 움직이네.
Tom seemed sleepy.	톰은 졸려 보였어.
Tom vomited blood.	톰은 피를 토했다.
Tom won the match.	톰은 경기에서 이겼다.
Turn on the radio.	라디오를 켜세요.
We only take cash.	우리는 현금만 가져갈 거야.
What a tacky idea!	참으로 조잡한 발상이네!
What's this smell?	이거 무슨 냄새지?
Where is the bank?	그 은행은 어디에 있어요?
Where is the bank?	그 은행은 어디 있어?
Why are you lying?	왜 거짓말 하는거야?
You are beautiful.	아름다우시네요.
You can have mine.	너는 내 것을 가질 수 있다.
You'll get lonely.	넌 외로워질거야.
You're both liars.	너희 둘 다 거짓말쟁이다.
Your lips are red.	네 입술 빨개.
A cat is not human.	고양이는 인간이 아니야.
Ask Tom for advice.	톰에게 조언을 구해봐.
Can I see this one?	이것 좀 보여주실래요?
Don't be so greedy.	그렇게 욕심부리지 마.
Don't get me wrong.	오해하지 마.
Drink to my health.	건강을 위해 건배.
Everyone hesitated.	모두 주저했어.
Everything changed.	모든 것이 변했어.
Everything stopped.	모든 것이 멈췄어.
Excuse me a minute.	잠깐 실례합니다.
He kept me waiting.	그는 나를 기다리게 했다.
I baked Tom a cake.	나는 톰에게 케이크를 구워줬다.
I didn't know that.	그건 몰랐어요.
I don't understand.	이해가 안돼.
I feel very guilty.	나는 큰 죄책감을 느끼고 있어.
I have a black dog.	나는 검은색 강아지를 키우고 있어.
I have to go alone.	난 혼자서 가야해.
I knew I would win.	내가 이길 거라는 걸 알고 있었어.
I love red parrots.	난 빨간색 앵무새가 좋아.
I love this school.	난 이 학교를 좋아해.
I need to warn Tom.	나는 톰에게 경고해야 해.
I often read books.	저는 자주 책을 읽습니다.
I really like snow.	나는 눈이 정말 좋아요.
I really like snow.	난 눈이 정말 좋아.
I tried not to cry.	난 울지 않으려고 노력했어.
I tried not to cry.	나는 울지 않으려고 했다.
I want to be happy.	나는 행복해지고 싶어.
I wanted red shoes.	빨간색 신발을 원했어.
I was born in 2013.	난 2013년에 태어났어.
I wasn't even here.	난 심지어 여기에 없었어.
I wasn't even here.	난 심지어 여기 없었어.
I'll be there soon.	곧 갈게.
I'm like my father.	나는 우리 아빠같아.
I'm like my father.	나는 우리 아빠를 닮았어.
I'm still a member.	난 아직도 회원이야.
I'm very depressed.	난 아주 우울해.
I've caught a cold.	감기 걸렸어.
Is that real blood?	그거 진짜 피야?
It must be a virus.	이건 틀림없이 바이러스야.
It was Tom's fault.	이건 톰 탓이야.
Let's move the bed.	침대를 옮기자.
Life is a delusion.	인생은 허상이야.
Life is never easy.	사는게 쉽지가 않아.
No one believed me.	아무도 날 믿지 않았어.
Return immediately.	즉시 돌아와.
She has small feet.	그녀는 발이 작다.
Some water, please.	물 좀 주세요, 제발.
Something happened.	무언가 일어났어.
Something happened.	무언가 생겼어.
Stop looking at me.	나좀 그만 봐.
That's unavoidable.	그건 피할 수 없어.
The light went out.	전등이 꺼졌다.
The night was cold.	그날 밤은 추웠어.
The room was quiet.	방은 조용했어.
The spider is dead.	거미가 죽었어.
They have no proof.	그들에게는 증거가 없었다.
They have no proof.	그들한텐 증거가 없어.
Tie your shoelaces.	신발끈을 묶으세요.
Tom bought a horse.	톰은 말을 샀어.
Tom could be lying.	톰이 거짓말을 하고 있을 수 있다.
Tom died on Monday.	톰은 월요일에 죽었어.
Tom got very happy.	톰은 아주 행복해졌어.
Tom has Asperger's.	톰은 아스퍼거야.
Tom hired a lawyer.	톰이 변호사를 고용했어.
Tom hired a lawyer.	톰은 변호사를 고용했다.
Tom is a rough man.	톰은 거친 남자야.
Tom is a timid kid.	톰은 소심한 애야.
Tom is open-minded.	톰은 개방적이야.
Tom is quite a guy.	톰은 꽤 남자다워.
Tom made me a cake.	톰이 날 위해 케이크를 만들었어.
Tom never helps me.	톰은 날 절대 안 도와줘.
Tom said he's weak.	톰은 자신이 약하다고 말했다.
Tom was astonished.	톰은 깜짝 놀랐다.
Tom won't be bored.	톰은 지루해하지 않을 거야.
We were retreating.	우리는 후퇴하고 있었다.
We're still eating.	우린 아직도 먹는 중이야.
We're still eating.	우린 아직도 먹고 있어.
We've been worried.	계속 걱정했어.
When will you come?	언제쯤 올거야?
Where's Tom hiding?	톰은 어디에 숨어 있어?
Whose book is this?	이것은 누구의 책입니까?
Wi-Fi is available.	와이파이 돼.
You're very astute.	넌 참 눈치가 빠르네.
Am I older than you?	내가 너보다 나이가 많아?
Are you still alone?	너 아직도 혼자야?
Can I have this cup?	이 컵 가져도 돼요?
Chivalry isn't dead.	기사도는 죽지 않았다.
Do you go to school?	학교에 다녀?
Do you have a house?	집 있어요?
Do you like English?	영어 좋아해요?
Do you like English?	영어 좋아해?
Do you like cooking?	요리 좋아해요?
Do you like cooking?	요리 좋아해?
Do you like singing?	노래하는 거 좋아해요?
Do you like singing?	노래하는 거 좋아해?
Don't you like cats?	고양이를 좋아하지 않아?
Dreams do come true.	꿈은 이루어질 거야.
Everybody loves her.	모두 그녀를 사랑한다.
Everybody loves him.	모두가 그를 사랑한다.
Everything's normal.	모든 것이 정상이야.
He's in his fifties.	그 사람은 오십 대야.
His dream came true.	그 사람의 꿈은 실현되었어.
How may I serve you?	어떻게 도와드릴까요?
I acted like a fool.	나는 바보같이 굴었어.
I always study hard.	나는 늘 열심히 공부해.
I did nothing wrong.	난 잘못한 거 없어.
I don't know either.	나도 몰라.
I don't sleep a lot.	나는 잠이 많지 않아요.
I don't sleep a lot.	나는 많이 자지 않아요.
I don't sleep a lot.	나는 잠이 별로 없어.
I felt the same way.	동감이야.
I felt the same way.	동감이에요.
I gave Tom the keys.	난 톰한테 열쇠를 줬어.
I gave Tom the keys.	내가 톰한테 열쇠를 줬어.
I hate eating alone.	난 혼자서 먹는 것을 싫어해.
I have a dictionary.	나에게 사전이 있다.
I heard Tom's voice.	톰 목소리를 들었어.
I just want to rest.	나는 그냥 쉬고 싶어.
I made reservations.	예약해 뒀어요.
I made reservations.	예약해 놨어.
I need to finish it.	나는 이걸 끝내야 해.
I saw Tom on Monday.	톰을 월요일에 봤어.
I tried to act cool.	나는 쿨하게 보이려고 노력했어.
I tried to save Tom.	나는 톰을 구하려고 노력했어.
I was almost killed.	난 거의 죽을 뻔 했다.
I'll never tell you.	나는 결코 너에게 말하지 않을 것이다.
I'll take the wheel.	내가 운전할께.
I'm not a communist.	난 공산주의자가 아니야.
I'm still in school.	저는 아직 학교에 다녀요.
I'm still in school.	나는 아직 학교에 다녀.
I've been kidnapped.	나 유괴 당한 적 있어.
I've had a long day.	정말 피곤한 하루였어.
I've seen you on TV.	티비에서 봤어요.
Is Santa Claus real?	산타는 실제로 있을까?
It is white as snow.	눈처럼 하얘.
It's not your fault.	네 탓은 아니야.
Let's do this later.	이건 좀 이따 하자.
May I open this box?	이 상자를 열어도 될까요?
No one was excluded.	아무도 소외되지 않았어.
Nobody has seen God.	아무도 신을 본 적이 없어.
Now I've had enough.	이제 충분히 했습니다.
Please drive slowly.	천천히 운전하세요.
Please speak slower.	천천히 말해줘.
Quick, hide in here!	빨리, 여기에 숨어!
Sorry, but I'm busy.	미안한데, 나 바빠.
That's your funeral.	그건 네 책임이야.
They all were wrong.	그 사람들 모두 틀렸어.
This is so relaxing.	이거 정말 기분 좋다.
This is so relaxing.	긴장이 풀리는데요.
This site is useful.	이 사이트는 유용합니다.
Tom died very young.	톰은 아주 일찍 죽었어.
Tom held his breath.	톰은 숨을 참았어.
Tom is a bit scared.	톰은 좀 무서워해하고 있어.
Tom is a single dad.	톰은 싱글 대디야.
Tom is multilingual.	톰은 다국어 사용자야.
Tom is still single.	톰은 아직도 솔로야.
Tom looks very sick.	톰은 많이 아파보여.
Tom must be winning.	톰이 이기고 있나봐.
Tom seems to be shy.	톰은 낯을 가리는 것처럼 보여.
Tom was traumatized.	톰은 정신적 충격을 받았어.
Tom's room is dirty.	톰의 방은 더러워.
Was the bank closed?	은행 문 닫혀 있었어?
Was the bank closed?	은행 문은 닫혀 있었어요?
Watch your language.	입을 조심해라.
Watch your language.	입조심해라.
We both love poetry.	우리 둘 다 시를 좋아해.
We had fun with Tom.	우리는 톰과 즐거운 시간을 가졌다.
We have a white cat.	우린 하얀색 고양이를 가지고 있어.
We were born to die.	우리는 죽기 위해 태어났어.
We'll be right here.	우린 바로 여기 있을 거야.
We'll be right here.	우린 바로 여기에 있을 거야.
What I mean is this.	내가 말하고자 하는 바는 이거야.
What does this mean?	이게 무슨 뜻이에요?
When does Tom leave?	톰은 언제 떠나?
Where will you live?	어디서 살 거야?
Who taught you that?	그걸 누가 가르쳐 줬어요?
You must study hard.	너 공부 열심히 해야 해.
Are these yours, Tom?	탐, 이것들이 너의 것이야?
Blood was everywhere.	피가 여기저기 있었다.
Can I take a message?	메세지를 전해 드릴까요?
Colds are contagious.	감기는 전염돼.
Could I speak to Tom?	톰에게 말을 걸어도 될까?
Did you buy cat food?	고양이 사료 샀어?
Do spiders scare you?	거미 무서워해?
Dolphins are curious.	돌고래는 호기심이 많다.
Don't lie. Be honest.	거짓말 하지 마세요. 솔직해지세요.
Don't lie. Be honest.	거짓말 하지 말고, 솔직해져 봐.
Give me a red pencil.	빨간색 연필 줘.
He committed suicide.	그는 자살했다.
He is in his library.	그는 그의 서재에 있다.
I bought a new house.	나는 새집을 샀어.
I don't like science.	나는 과학이 싫어.
I don't want to live.	살고 싶지 않아.
I expect you to wait.	네가 기다리고 있길 기대하고 있어.
I felt very isolated.	난 아주 고립된 기분이었어.
I have caught a cold.	감기에 걸렸어.
I have money for you.	너에게 줄 돈이 있다.
I hope Tom is coming.	톰이 오고 있길 바라.
I major in economics.	난 경제학을 전공하고 있어.
I meant the opposite.	내 의도는 그 반대였다.
I met Tom after work.	난 퇴근 후 톰을 만났다.
I no longer like you.	나는 너를 더이상 좋아하지 않아
I now agree with Tom.	나는 이제 톰의 의견에 동의한다.
I read a French book.	난 프랑스 책을 읽었어.
I really love French.	난 프랑스를 정말 좋아해.
I speak French a lot.	난 프랑스어를 잘해.
I was late to school.	학교에 지각했다.
I went home by train.	나는 기차로 집에 갔어.
I withdrew the offer.	나는 제안을 철회했다.
I'm a French student.	난 프랑스인 학생이야.
I'm a cocaine addict.	난 코카인 중독자야.
I'm in the same boat.	나도 같은 처지다.
I'm not a cat person.	난 애묘인이 아니야.
I'm quite happy here.	난 여기 꽤 만족스러워.
I'm tired of dancing.	춤추는 것은 질렸어.
I'm too old to dance.	난 춤을 추기엔 너무 늙었어.
It rarely snows here.	여긴 거의 눈이 안 와.
It rarely snows here.	이곳은 눈이 거의 내리지 않습니다.
It was disappointing.	그것은 실망스러웠다.
It's really personal.	이건 진짜 개인적이야.
It's very sad indeed.	말 그대로 너무 슬프네.
Keep studying French.	프랑스어 공부 계속해.
Mom, where's the cat?	엄마, 고양이 어딨어?
My blood was boiling.	내 피가 끓고 있었다.
No decision was made.	아무런 결정도 내려지지 않았어.
No one recognized me.	아무도 날 알아보지 못 했어.
No one recognized me.	누구도 날 못 알아봤어.
Nobody had any money.	아무도 돈이 없었어.
Nobody had any money.	누구도 돈이 없었어.
Nobody knew about it.	아무도 그것에 대해선 몰랐어.
Nobody recognized me.	아무도 날 알아보지 못 했어.
Nobody wants to work.	아무도 일하고 싶어하지 않는다.
Nothing is ever easy.	쉬운 건 없어.
Nothing is ever easy.	쉬운 건 아무것도 없어.
